0	0.000418906	7.07469e-05	-3.76526e-05	0.000184849	-3.21993e-06	
0	7.07469e-05	1.6295e-05	-2.82e-06	2.73357e-06	-2.58473e-08	
0	-3.76526e-05	-2.82e-06	4.60728e-05	-1.79855e-05	-5.98801e-06	
0	0.000184849	2.73357e-06	-1.79855e-05	0.0171973	-0.00038955	
0	-3.21993e-06	-2.58473e-08	-5.98801e-06	-0.00038955	2.30025e-05	
1	0.006565	0.00127206	-0.000443598	-0.00133564	-4.49305e-05	
1	0.00127206	0.0002869	-0.00010754	-0.000207465	-1.91865e-05	
1	-0.000443598	-0.00010754	0.00690587	-0.00635925	0.00158336	
1	-0.00133564	-0.000207465	-0.00635925	0.026682	-0.00216859	
1	-4.49305e-05	-1.91865e-05	0.00158336	-0.00216859	0.000437527	
2	0.000399719	6.15719e-05	-3.93164e-05	0.000357683	-6.62515e-06	
2	6.15719e-05	1.26959e-05	-2.76375e-06	1.38306e-05	-3.03898e-07	
2	-3.93164e-05	-2.76375e-06	4.17519e-05	-0.000105165	5.97187e-06	
2	0.000357683	1.38306e-05	-0.000105165	0.0148351	-0.000338914	
2	-6.62515e-06	-3.03898e-07	5.97187e-06	-0.000338914	1.88966e-05	
3	0.0248846	0.00493085	-0.00511377	-0.0096161	0.000766667	
3	0.00493085	0.00112205	-0.00164684	-0.00241275	0.000266422	
3	-0.00511377	-0.00164684	0.108553	0.08725	-0.0182341	
3	-0.0096161	-0.00241275	0.08725	0.111899	-0.0156759	
3	0.000766667	0.000266422	-0.0182341	-0.0156759	0.0032013	
4	0.000250441	3.55816e-05	-3.23585e-05	0.000275478	-4.75821e-06	
4	3.55816e-05	7.12376e-06	-2.1531e-06	1.25163e-05	-2.48438e-07	
4	-3.23585e-05	-2.1531e-06	2.89398e-05	-9.61779e-05	5.72374e-06	
4	0.000275478	1.25163e-05	-9.61779e-05	0.0131028	-0.000284368	
4	-4.75821e-06	-2.48438e-07	5.72374e-06	-0.000284368	1.33393e-05	
5	0.000330422	4.92734e-05	-3.81418e-05	0.000452285	-7.81526e-06	
5	4.92734e-05	1.02863e-05	-2.61494e-06	2.14311e-05	-2.16882e-07	
5	-3.81418e-05	-2.61494e-06	4.03967e-05	-7.18083e-05	-6.62617e-06	
5	0.000452285	2.14311e-05	-7.18083e-05	0.0154999	-0.000351879	
5	-7.81526e-06	-2.16882e-07	-6.62617e-06	-0.000351879	1.85269e-05	
6	0.000637494	0.000149113	-6.27352e-05	0.000386564	-8.42795e-06	
6	0.000149113	4.16425e-05	-5.97169e-06	2.50082e-06	-3.81271e-07	
6	-6.27352e-05	-5.97169e-06	0.000155394	-0.00013906	1.40808e-05	
6	0.000386564	2.50082e-06	-0.00013906	0.01665	-0.000475915	
6	-8.42795e-06	-3.81271e-07	1.40808e-05	-0.000475915	5.59811e-05	
7	0.000485784	7.59416e-05	-4.70108e-05	0.000250156	-6.22704e-06	
7	7.59416e-05	1.5721e-05	-3.77494e-06	9.15905e-06	-6.35704e-07	
7	-4.70108e-05	-3.77494e-06	8.57739e-05	-0.000209148	3.37582e-05	
7	0.000250156	9.15905e-06	-0.000209148	0.0196394	-0.000491264	
